work,dimension,population_size,max_gens,alpha,RAM,PKG,seconds,generations,diff_fitness,evaluations,initial_temp
base-intel, 3, 400, 25, 10, 17.78, 112.36, 18.10809469, , 0, , 59.0
intel, 3, 400, 25, 10, 24.34, 149.99, 24.99107004, 48, 0.000637999999980821, 175747, 59.0
base-intel, 3, 400, 25, 10, 17.77, 112.02, 18.05996227, , 0, , 60.0
intel, 3, 400, 25, 10, 30.31, 152.25, 26.71507237, 74, 0.000337000000001808, 269970, 60.0
base-intel, 3, 400, 25, 10, 12.44, 113.28, 18.04766855, , 0, , 59.0
intel, 3, 400, 25, 10, 16.61, 160.80, 24.83366692, 31, 0.000472999999999502, 113757, 59.0
base-intel, 3, 400, 25, 10, 12.36, 117.71, 18.18436829, , 0, , 59.0
intel, 3, 400, 25, 10, 16.95, 161.38, 25.09197799, 102, 0.000486000000023523, 372115, 61.0
base-intel, 3, 400, 25, 10, 12.35, 114.40, 18.18573025, , 0, , 62.0
intel, 3, 400, 25, 10, 16.48, 161.22, 24.91236729, 52, 0.000295999999991636, 190090, 62.0
base-intel, 3, 400, 25, 10, 12.32, 117.76, 18.14205536, , 0, , 63.0
intel, 3, 400, 25, 10, 17.27, 161.72, 25.36394574, 61, 0.00014099999998507, 222648, 60.0
base-intel, 3, 400, 25, 10, 12.25, 117.34, 17.97462527, , 0, , 61.0
intel, 3, 400, 25, 10, 16.51, 158.48, 24.90081436, 54, 0.000647000000014941, 197629, 60.0
base-intel, 3, 400, 25, 10, 12.49, 116.50, 18.39693908, , 0, , 61.0
intel, 3, 400, 25, 10, 16.72, 160.37, 24.87144811, 50, 0.00148999999998978, 182895, 60.0
base-intel, 3, 400, 25, 10, 12.22, 116.26, 18.01046580, , 0, , 60.0
intel, 3, 400, 25, 10, 16.94, 162.77, 25.21368022, 56, 0.000106000000016593, 204803, 59.0
base-intel, 3, 400, 25, 10, 14.76, 115.32, 17.99056863, , 0, , 60.0
intel, 3, 400, 25, 10, 19.01, 158.43, 25.00380774, 44, 0.000940000000014152, 161148, 60.0
base-intel, 3, 400, 25, 10, 12.39, 119.80, 18.16958468, , 0, , 61.0
intel, 3, 400, 25, 10, 16.85, 159.27, 25.19164819, 50, 0.00069500000000744, 183354, 62.0
base-intel, 3, 400, 25, 10, 13.58, 122.31, 18.49279014, , 0, , 62.0
intel, 3, 400, 25, 10, 17.07, 163.50, 25.33899838, 39, 0.000685000000032687, 143391, 67.0
base-intel, 3, 400, 25, 10, 12.30, 119.76, 18.03720031, , 0, , 61.0
intel, 3, 400, 25, 10, 17.34, 163.55, 25.33549018, 54, 0.000967000000002827, 197336, 60.0
base-intel, 3, 400, 25, 10, 16.50, 114.99, 18.06346656, , 0, , 60.0
intel, 3, 400, 25, 10, 19.38, 158.14, 24.73402596, 30, 0.000117999999986296, 110250, 61.0
base-intel, 3, 400, 25, 10, 12.49, 117.18, 18.20502676, , 0, , 60.0
intel, 3, 400, 25, 10, 16.90, 163.76, 24.99718976, 105, 0.000371000000029653, 382671, 60.0
base-intel, 3, 400, 25, 10, 12.59, 117.41, 18.12182357, , 0, , 60.0
intel, 3, 400, 25, 10, 17.29, 159.99, 25.30498268, 55, 0.000192000000026837, 200732, 58.0
base-intel, 3, 400, 25, 10, 13.01, 119.85, 18.32297464, , 0, , 60.0
intel, 3, 400, 25, 10, 17.39, 164.12, 25.23173907, 62, 2.79999999861502e-05, 226349, 58.0
base-intel, 3, 400, 25, 10, 12.26, 114.16, 17.95389239, , 0, , 60.0
intel, 3, 400, 25, 10, 17.11, 161.35, 25.13765171, 78, 4.10000000101718e-05, 284517, 61.0
base-intel, 3, 400, 25, 10, 12.48, 118.62, 18.18833281, , 0, , 62.0
intel, 3, 400, 25, 10, 16.58, 161.88, 24.83063979, 28, 0.000348000000030879, 102952, 62.0
base-intel, 3, 400, 25, 10, 12.43, 118.11, 18.05807073, , 0, , 62.0
intel, 3, 400, 25, 10, 17.24, 161.71, 25.31235569, 48, 0.00132999999999583, 175535, 68.0
base-intel, 3, 400, 25, 10, 12.30, 117.03, 18.03079154, , 0, , 61.0
base-intel, 3, 200, 10, 10, 12.36, 116.39, 18.08105014, , 0, , 60.0
intel, 3, 200, 10, 10, 16.98, 161.89, 25.00290793, 38, 0.000416000000029726, 69715, 61.0
base-intel, 3, 200, 10, 10, 12.49, 117.79, 18.10679093, , 0, , 60.0
intel, 3, 200, 10, 10, 16.82, 163.12, 24.74817665, 20, 0.000269000000002961, 36902, 60.0
base-intel, 3, 200, 10, 10, 12.58, 119.86, 18.20640366, , 0, , 58.0
intel, 3, 200, 10, 10, 16.65, 161.71, 24.81194533, 19, 3.80000000177461e-05, 35119, 59.0
base-intel, 3, 200, 10, 10, 17.03, 113.99, 18.07461337, , 0, , 61.0
intel, 3, 200, 10, 10, 16.69, 162.39, 24.77502560, 23, 0.00104600000003074, 42372, 61.0
base-intel, 3, 200, 10, 10, 12.46, 119.14, 18.15658213, , 0, , 62.0
intel, 3, 200, 10, 10, 17.07, 160.62, 25.08009338, 36, 0.000935000000026776, 65931, 61.0
base-intel, 3, 200, 10, 10, 12.51, 114.20, 18.07428712, , 0, , 62.0
intel, 3, 200, 10, 10, 17.13, 162.13, 25.14197448, 16, 0.00288199999999961, 29725, 62.0
base-intel, 3, 200, 10, 10, 13.61, 118.66, 18.77516160, , 0, , 60.0
intel, 3, 200, 10, 10, 19.03, 154.05, 24.79576208, 34, 3.40000000278451e-05, 62288, 60.0
base-intel, 3, 200, 10, 10, 17.98, 111.24, 18.21411349, , 0, , 60.0
intel, 3, 200, 10, 10, 21.84, 156.06, 24.92991024, 28, 0.000372000000027128, 51456, 60.0
base-intel, 3, 200, 10, 10, 12.57, 117.70, 18.03213119, , 0, , 58.0
intel, 3, 200, 10, 10, 17.16, 160.18, 24.82582739, 23, 0.00270799999998417, 42387, 58.0
base-intel, 3, 200, 10, 10, 12.73, 119.34, 18.24826438, , 0, , 60.0
intel, 3, 200, 10, 10, 17.24, 163.46, 25.13531460, 30, 0.00221900000002506, 55219, 58.0
base-intel, 3, 200, 10, 10, 12.42, 116.77, 18.08077757, , 0, , 60.0
intel, 3, 200, 10, 10, 16.99, 161.23, 24.92177578, 22, 0.000584000000003471, 40582, 61.0
base-intel, 3, 200, 10, 10, 12.68, 117.04, 18.23769816, , 0, , 61.0
intel, 3, 200, 10, 10, 17.95, 163.68, 25.29566847, 16, 0.000411999999982982, 29643, 61.0
base-intel, 3, 200, 10, 10, 12.70, 119.82, 18.27804968, , 0, , 64.0
intel, 3, 200, 10, 10, 16.84, 161.90, 25.01280328, 16, 0.00256899999999405, 29692, 62.0
base-intel, 3, 200, 10, 10, 12.70, 117.16, 18.21144083, , 0, , 61.0
intel, 3, 200, 10, 10, 16.74, 158.29, 24.79773512, 14, 0.000382000000001881, 25996, 61.0
base-intel, 3, 200, 10, 10, 12.85, 121.65, 18.32133990, , 0, , 60.0
intel, 3, 200, 10, 10, 17.46, 166.45, 25.06060636, 24, 0.00376099999999724, 44027, 59.0
base-intel, 3, 200, 10, 10, 12.73, 118.72, 18.24044105, , 0, , 58.0
intel, 3, 200, 10, 10, 16.83, 163.76, 24.74073795, 17, 0.00403900000003432, 31495, 58.0
base-intel, 3, 200, 10, 10, 12.70, 116.42, 18.12313881, , 0, , 58.0
intel, 3, 200, 10, 10, 16.98, 163.84, 25.03036153, 46, 0.000913000000025477, 84216, 59.0
base-intel, 3, 200, 10, 10, 12.50, 117.19, 18.08580175, , 0, , 61.0
intel, 3, 200, 10, 10, 17.27, 163.10, 24.95655982, 31, 0.00108899999997902, 56787, 61.0
base-intel, 3, 200, 10, 10, 12.69, 117.75, 18.36789458, , 0, , 61.0
intel, 3, 200, 10, 10, 16.80, 161.16, 24.86690542, 24, 0.0019760000000133, 44225, 61.0
base-intel, 3, 200, 10, 10, 12.80, 118.40, 18.27216209, , 0, , 60.0
intel, 3, 200, 10, 10, 17.55, 163.96, 25.22279346, 18, 0.00596000000001595, 33171, 60.0
base-intel, 3, 200, 10, 10, 12.73, 117.59, 18.15157272, , 0, , 60.0
intel, 3, 200, 10, 10, 17.37, 161.38, 25.08191026, 16, 0.00031899999999041, 29473, 59.0
base-intel, 3, 200, 10, 10, 12.56, 116.41, 18.10093244, , 0, , 59.0
intel, 3, 200, 10, 10, 16.89, 157.81, 24.68399737, 26, 0.00109700000001567, 47873, 60.0
base-intel, 3, 200, 10, 10, 12.83, 117.70, 18.27991806, , 0, , 60.0
intel, 3, 200, 10, 10, 17.15, 162.01, 24.94767081, 39, 0.000577000000021144, 71480, 60.0
base-intel, 3, 200, 10, 10, 15.99, 116.90, 18.43900705, , 0, , 62.0
intel, 3, 200, 10, 10, 18.68, 163.14, 24.96461188, 17, 0.0040960000000041, 31564, 61.0
base-intel, 3, 200, 10, 10, 13.13, 119.31, 18.52021234, , 0, , 62.0
intel, 3, 200, 10, 10, 17.06, 160.08, 24.75755085, 19, 0.00431300000002466, 35155, 61.0
base-intel, 3, 200, 10, 10, 13.14, 115.75, 18.32982342, , 0, , 60.0
intel, 3, 200, 10, 10, 17.04, 160.44, 24.86739306, 23, 0.000572000000033768, 42357, 59.0
base-intel, 3, 200, 10, 10, 12.97, 119.05, 18.33403557, , 0, , 60.0
intel, 3, 200, 10, 10, 20.27, 158.71, 25.11608799, 18, 0.00207899999998062, 33291, 59.0
base-intel, 3, 200, 10, 10, 14.27, 112.44, 18.11213585, , 0, , 61.0
intel, 3, 200, 10, 10, 17.13, 163.58, 24.98774473, 35, 0.00141700000000355, 64030, 60.0
base-intel, 3, 200, 10, 10, 12.63, 116.05, 18.09620455, , 0, , 58.0
intel, 3, 200, 10, 10, 17.42, 161.18, 24.94646917, 18, 0.00136100000003125, 33280, 60.0
base-intel, 3, 200, 10, 10, 13.33, 119.55, 18.60664032, , 0, , 59.0
intel, 3, 200, 10, 10, 19.02, 157.33, 24.83481354, 24, 0.00182799999998906, 44294, 62.0
base-intel, 3, 200, 10, 10, 15.37, 114.45, 18.14463714, , 0, , 61.0
base-intel, 3, 200, 25, 10, 12.80, 116.81, 18.28532749, , 0, , 61.0
intel, 3, 200, 25, 10, 17.57, 165.11, 25.30893229, 88, 0.000204999999994016, 160608, 63.0
base-intel, 3, 200, 25, 10, 13.06, 117.48, 18.34736971, , 0, , 65.0
intel, 3, 200, 25, 10, 17.27, 160.74, 25.10095671, 46, 0.000205999999991491, 84012, 62.0
base-intel, 3, 200, 25, 10, 12.77, 117.83, 18.14122209, , 0, , 61.0
intel, 3, 200, 25, 10, 17.40, 162.13, 24.88077435, 50, 0.000260000000025684, 91482, 60.0
base-intel, 3, 200, 25, 10, 12.85, 116.11, 18.13715357, , 0, , 60.0
intel, 3, 200, 25, 10, 17.89, 162.83, 25.18408594, 54, 0.000537000000008447, 98615, 61.0
base-intel, 3, 200, 25, 10, 13.20, 117.76, 18.41973732, , 0, , 60.0
intel, 3, 200, 25, 10, 17.65, 164.65, 25.26160718, 111, 0.000181999999995242, 202211, 58.0
base-intel, 3, 200, 25, 10, 13.07, 115.95, 18.22907825, , 0, , 59.0
intel, 3, 200, 25, 10, 17.40, 157.93, 25.02279292, 35, 0.00179100000002563, 64169, 59.0
base-intel, 3, 200, 25, 10, 13.01, 117.88, 18.24723369, , 0, , 61.0
intel, 3, 200, 25, 10, 17.22, 163.34, 24.92061350, 52, 0.000478999999984353, 95127, 60.0
base-intel, 3, 200, 25, 10, 13.07, 119.21, 18.51543228, , 0, , 63.0
intel, 3, 200, 25, 10, 17.39, 164.16, 25.06341830, 40, 0.000469000000009601, 73258, 64.0
base-intel, 3, 200, 25, 10, 12.79, 115.46, 18.20663355, , 0, , 62.0
intel, 3, 200, 25, 10, 18.08, 166.16, 25.43594085, 61, 0.000579000000016094, 111470, 67.0
base-intel, 3, 200, 25, 10, 12.93, 115.69, 18.23975246, , 0, , 61.0
intel, 3, 200, 25, 10, 18.21, 165.11, 25.53071506, 90, 0.000614999999982047, 164160, 60.0
base-intel, 3, 200, 25, 10, 12.76, 117.09, 18.21169151, , 0, , 60.0
intel, 3, 200, 25, 10, 17.91, 160.45, 25.23914148, 100, 0.000507000000027347, 182195, 61.0
base-intel, 3, 200, 25, 10, 13.06, 114.97, 18.31083626, , 0, , 60.0
intel, 3, 200, 25, 10, 17.40, 161.24, 24.88348423, 57, 7.90000000279178e-05, 103937, 60.0
base-intel, 3, 200, 25, 10, 12.95, 118.10, 18.19658362, , 0, , 62.0
intel, 3, 200, 25, 10, 17.50, 163.00, 25.03314962, 39, 0.000534000000016022, 71431, 60.0
base-intel, 3, 200, 25, 10, 13.56, 118.39, 18.55923994, , 0, , 60.0
intel, 3, 200, 25, 10, 17.40, 160.59, 24.98665204, 46, 0.000123000000030515, 84302, 60.0
base-intel, 3, 200, 25, 10, 12.83, 117.63, 18.16828506, , 0, , 61.0
intel, 3, 200, 25, 10, 17.45, 160.50, 25.09819701, 33, 0.00060799999999972, 60458, 62.0
base-intel, 3, 200, 25, 10, 13.54, 118.21, 18.64634415, , 0, , 63.0
intel, 3, 200, 25, 10, 17.94, 163.73, 25.47909269, 79, 0.000396000000023378, 144351, 62.0
base-intel, 3, 200, 25, 10, 14.60, 123.27, 19.02652857, , 0, , 63.0
intel, 3, 200, 25, 10, 17.84, 162.40, 25.17672772, 27, 0.000261000000023159, 49606, 61.0
base-intel, 3, 200, 25, 10, 13.60, 120.95, 18.55075824, , 0, , 60.0
intel, 3, 200, 25, 10, 17.74, 161.62, 25.05151767, 44, 0.00132300000001351, 80455, 60.0
base-intel, 3, 200, 25, 10, 13.51, 121.35, 18.70418263, , 0, , 59.0
intel, 3, 200, 25, 10, 18.07, 161.59, 25.32311387, 71, 0.000947999999993954, 129732, 60.0
base-intel, 3, 200, 25, 10, 13.07, 119.69, 18.12672942, , 0, , 59.0
intel, 3, 200, 25, 10, 18.16, 161.99, 25.27071785, 52, 0.00121799999999439, 94955, 63.0
base-intel, 3, 200, 25, 10, 13.28, 119.70, 18.34610541, , 0, , 60.0
intel, 3, 200, 25, 10, 17.59, 162.34, 25.00417294, 46, 0.000587999999993372, 84028, 59.0
base-intel, 3, 200, 25, 10, 12.97, 117.10, 18.21800815, , 0, , 61.0
intel, 3, 200, 25, 10, 17.28, 163.85, 25.05189549, 44, 0.00111200000003464, 80393, 60.0
base-intel, 3, 200, 25, 10, 13.26, 120.61, 18.47491214, , 0, , 61.0
intel, 3, 200, 25, 10, 18.12, 161.45, 25.32532703, 43, 0.00017400000001544, 78648, 62.0
base-intel, 3, 200, 25, 10, 13.22, 120.24, 18.22154504, , 0, , 61.0
intel, 3, 200, 25, 10, 17.73, 164.36, 25.28447292, 56, 0.000409999999988031, 102476, 61.0
base-intel, 3, 200, 25, 10, 13.03, 116.76, 18.22287993, , 0, , 62.0
intel, 3, 200, 25, 10, 17.79, 162.00, 25.18749487, 38, 3.40000000278451e-05, 69521, 60.0
base-intel, 3, 200, 25, 10, 13.38, 115.90, 18.21549614, , 0, , 61.0
intel, 3, 200, 25, 10, 22.06, 160.97, 25.48584705, 75, 0.000945999999999003, 136805, 61.0
base-intel, 3, 200, 25, 10, 13.15, 118.36, 18.39148098, , 0, , 60.0
intel, 3, 200, 25, 10, 17.99, 162.13, 25.33893496, 78, 5.50000000316686e-05, 142360, 60.0
base-intel, 3, 200, 25, 10, 14.97, 116.96, 18.32150392, , 0, , 58.0
intel, 3, 200, 25, 10, 25.68, 158.61, 25.44262259, 54, 0.000427000000001954, 98522, 58.0
base-intel, 3, 200, 25, 10, 18.29, 111.28, 18.23440203, , 0, , 58.0
intel, 3, 200, 25, 10, 22.68, 155.48, 25.24613991, 79, 0.000183999999990192, 143991, 58.0
base-intel, 3, 200, 25, 10, 16.41, 115.04, 18.41072032, , 0, , 59.0
intel, 3, 200, 25, 10, 17.71, 165.18, 25.15690438, 50, 0.000180000000000291, 91388, 62.0
base-intel, 3, 200, 25, 10, 14.40, 120.24, 18.86745892, , 0, , 61.0
